01 LACHA,000001,F,3775.0,2500.0,1550.0,1800.0,13.0
02 LACHA,000002,L,10000.0,7500.0,6666.6666670000004,7500.0,0.0
03 LACHA,000003,L,5500.0,3500.0,3666.666667,4125.0,0.0
04 LACHA,000004,L,6500.0,3200.0,4333.3333329999996,4875.0,0.0
05 LACHA,000005,L,6000.0,3800.0,4000.0,4500.0,-1.0
06 LACHA,000006,L,6000.0,3000.0,4000.0,4500.0,0.0
07 LACHA,000007,L,9000.0,4500.0,6000.0,6750.0,-1.0
08 LACHA,000008,L,13000.0,6500.0,8666.6666669999995,9750.0,-1.0
09 LACHA,000009,L,11000.0,5500.0,7333.3333329999996,8250.0,-2.0
10 LACHA,000010,L,10000.0,5000.0,6666.6666670000004,7500.0,0.0
11 LACHA,000011,L,6500.0,3250.0,4333.3333329999996,4875.0,0.0
12 LACHA,000012,L,8400.0,4200.0,5600.0,6300.0,0.0
13 LACHA,000013,L,8000.0,4000.0,5333.3333329999996,6000.0,0.0
14 LACHA,000014,L,15000.0,7500.0,10000.0,11250.0,0.0
15 LACHA,000015,L,8400.0,4200.0,5600.0,6300.0,0.0
3 Pcs,0002848,C,0.0,0.0,0.0,0.0,0.0
7 Clouds,001556,T,1350.0,1200.0,900.0,1012.5,-2.0
Aaj Tak VC,000016,S,458.0,420.0,305.33333329999999,343.5,0.0
AARJU BHUMI,000017,S,653.0,550.0,435.33333329999999,489.75,0.0
Aarohi,001574,S,1260.0,1150.0,840.0,945.0,0.0
Aarti Turkish Towel,002288,General,61.0,60.0,40.670000000000002,50.0,553.0
Aatish,001697,S,2527.5,2250.0,1685.0,1895.625,0.0
Abc Karma,001601,S,382.0,300.0,254.66666670000001,286.5,-2.0
ABC Rutba,002098,C,450.0,400.0,300.0,337.5,0.0
Activa Astar,000018,General,30.0,25.0,20.0,23.5,4281.0
AF DURANDHAR,0002983,CS,570.0,500.0,380.0,415.0,0.0
AF GALAXY,0002985,CS,570.0,500.0,380.0,405.0,0.0
AF GULZAR,0002981,CS,525.0,500.0,350.0,380.0,0.0
AF MAUSAM,0002980,CS,592.5,500.0,395.0,425.0,1.0
AF NEW MOONLIGH,0002982,CS,555.0,500.0,370.0,400.0,4.0
AF NEW RAJBHOG,0002984,CS,622.5,550.0,415.0,450.0,0.0
Af Sana,002051,S,697.5,600.0,465.0,523.125,3.0
AFSANA,000019,S,652.0,550.0,434.66666670000001,489.0,0.0
Agarwal Pure Cotton Dupatta Printed,000020,General,57.0,50.0,38.0,42.75,0.0
Agarwal Pure Cotton Dupatta Printed Two,000021,General,57.0,50.0,0.0,0.0,0.0
Agarwal Slub Cotton Vintage Type,000022,S,308.0,250.0,205.33333329999999,231.0,0.0
Ahd Chiffon Dupatta,002310,CS,492.0,450.0,328.0,370.0,8.0
AHD PC COTTON,0002861,CS,295.5,250.0,197.0,225.0,24.0
Ahd Reyon Dupatta,002289,CS,592.5,550.0,395.0,430.0,-4.0
Aheri Dupatta,000342,Dupatta,42.520000000000003,40.0,31.5,36.0,1141.0
Airtel Pari Fab,000023,S,795.0,650.0,530.0,596.25,0.0
Akanksha Print,000024,S,775.0,650.0,516.66666669999995,581.25,0.0
Akasa KC,000025,S,1780.0,1600.0,1186.666667,1335.0,0.0
Al Minah Heavy XL,002336,Makhna,330.0,300.0,220.0,250.0,6.0
Al Minah Xl Maknah,002337,Makhna,345.0,300.0,230.0,260.0,6.0
Al Minah XL Sada,002338,Makhna,292.5,260.0,195.0,220.0,0.0
Alia Masti,000026,S,480.0,350.0,320.0,360.0,0.0
Alina 1,002040,T,2925.0,2600.0,1950.0,2193.75,-4.0
Alina 2,002041,T,3052.5,2750.0,2035.0,2289.375,-2.0
Alina 3,002042,T,2992.5,2700.0,1995.0,2244.375,-1.0
ALINA 4,001988,CS,2992.5,2700.0,1995.0,2244.375,0.0
Alina Jack 2,002099,T,3052.5,2700.0,2035.0,2289.375,-2.0
Alina Jacket 1,002100,T,3082.5,2750.0,2055.0,2311.875,0.0
Aliya Masti,000027,S,480.0,350.0,320.0,360.0,0.0
Alplain Bigboss,0002679,CS,450.0,400.0,300.0,325.0,0.0
Amazon,001698,S,2527.5,2300.0,1685.0,1895.625,-4.0
AMD Bottom Work,000028,CS,397.5,350.0,265.0,300.0,0.0
AMD Plain,000029,S,0.0,200.0,0.0,0.0,0.0
AMD WORK,000030,S,259.5,200.0,175.0,195.0,-21.0
Anamika GK,000031,S,1065.0,900.0,710.0,798.75,0.0
Anika SNT,000033,S,612.0,550.0,408.0,459.0,0.0
Anjumi Jam Tai,001806,S,667.5,600.0,445.0,500.625,0.0
Anjumi Khathi,001807,S,780.0,700.0,520.0,585.0,0.0
ANOKHI,000034,S,532.0,500.0,354.66666670000001,399.0,0.0
Anusha,001699,S,967.5,850.0,645.0,725.625,0.0
Archies,000035,S,458.0,400.0,305.33333329999999,343.5,0.0
ARNIMA 1281,0003154,T,1875.0,1400.0,1250.0,1350.0,2.0
ARNIMA 1302,0003156,T,1882.5,1400.0,1255.0,1350.0,3.0
ARNIMA 1333,0003155,T,2032.5,1500.0,1355.0,1430.0,0.0
Arnima 1383,0003186,P,1755.0,1300.0,1170.0,1250.0,4.0
Arnima 1392,0003185,P,1950.0,1500.0,1300.0,1400.0,4.0
Arnima 1591,0003184,P,1882.5,1450.0,1255.0,1350.0,4.0
AST HEENA,0003009,CS,585.0,450.0,390.0,450.0,11.0
AUDI CLOTH,0002902,KAPDA,0.0,30.0,0.0,0.0,-5.0
AVNEE 218,0003126,T,1500.0,1200.0,1000.0,1100.0,1.0
AVNEE 251,0003127,T,1755.0,1500.0,1170.0,0.0,2.0
AVNEE 253,0003125,T,1882.5,1500.0,1255.0,1375.0,3.0
Ayat Suit,0003204,S,780.0,620.0,520.0,550.0,4.0
Baby Silk Lump,000037,S,35.25,30.0,23.5,26.4375,0.0
Balma SVT,000038,S,885.0,700.0,590.0,663.75,0.0
Bani Thani rubiya,0003073,General,30.0,30.0,20.0,25.0,1252.5
BARKHA,0002806,S,690.0,600.0,460.0,490.0,0.0
Barsaat diksha,000039,S,623.0,600.0,415.33333329999999,467.25,0.0
BB Shah,000040,S,285.0,250.0,190.0,213.75,0.0
BB Shah Prema,000041,S,315.0,300.0,210.0,236.25,0.0
Bhagya Laxmi Alfino,002052,CS,600.0,550.0,400.0,450.0,2.0
Bharti Om,000042,S,1050.0,950.0,700.0,787.5,0.0
Bhavri GF,000043,S,683.0,600.0,455.33333329999999,512.25,0.0
Bhumi Alankar,000044,S,730.0,650.0,486.66666670000001,547.5,0.0
Bhumi Bandhan,000045,S,495.0,440.0,330.0,371.25,0.0
BHUMI BAZIGAR,000046,S,510.0,450.0,340.0,382.5,0.0
Bhumi Chhabili,001979,S,652.5,600.0,435.0,489.375,0.0
Bhumi Farida,000047,S,940.0,800.0,626.66666669999995,705.0,0.0
Bhumi Mastani,000048,S,750.0,650.0,500.0,562.5,0.0
BHUMI PALAK,000049,S,540.0,490.0,360.0,405.0,0.0
Bhumi Rajkumari,001906,S,780.0,700.0,520.0,585.0,0.0
Bhumi Sahnaaj,001907,S,780.0,700.0,520.0,585.0,0.0
Bhumi Super Star,001908,S,682.5,600.0,455.0,511.875,2.0
Bhumi Sweet Look,000050,S,940.0,800.0,626.66666669999995,705.0,0.0
Bhumi Zoomer,000051,S,795.0,700.0,530.0,596.25,0.0
Black Bery,000052,S,652.0,600.0,434.66666670000001,489.0,0.0
BLACK DRESS,000053,S,0.0,400.0,350.0,0.0,2.0
Blouse,000054,General,0.0,10.0,0.0,0.0,-37.0
BMW GK,000055,S,878.0,750.0,585.33333330000005,658.5,0.0
BMW Plain,000056,KAPDA,32.25,30.0,21.5,24.0,3177.1500000000001
Bobby Jasoos,000057,S,405.0,330.0,270.0,303.75,0.0
Boby Jasoos,000058,S,405.0,330.0,270.0,303.75,0.0
Britannia GK,000059,S,878.0,750.0,585.33333330000005,658.5,0.0
Burj Khalifa,001575,P,1950.0,1750.0,1300.0,1462.5,0.0
Butter Paneer,000060,S,855.0,700.0,570.0,641.25,-1.0
Campus,001576,S,750.0,650.0,500.0,562.5,0.0
Camric Duptta,002339,Dupatta,165.0,150.0,110.0,125.0,-2.0
Car Advance,001962,F,0.0,0.0,0.0,0.0,0.0
Chahat Jaam Mix,002247,CS,412.5,350.0,275.0,305.0,158.0
Chahat Jaam Mix 01,002266,CS,750.0,650.0,275.0,305.0,-27.0
Chahat Jaam Mix 02,002267,CS,650.0,550.0,275.0,305.0,-16.0
Chahat Jaam Mix 03,002270,CS,600.0,450.0,275.0,0.0,-7.0
Chaka Chak JF,000061,S,595.0,500.0,396.66666670000001,446.25,0.0
Chhabra Super Star,000062,S,563.0,400.0,375.33333329999999,422.25,0.0
Chhabra Welcome,000063,S,653.0,550.0,435.33333329999999,489.75,0.0
Chicken CD,002101,C,570.0,500.0,380.0,427.5,0.0
CHIKNA KAPDA,000064,General,0.0,30.0,0.0,0.0,-46.25
Chikni Chameli,000065,S,487.0,450.0,324.66666670000001,365.25,0.0
CHITRA,0002595,S,592.5,500.0,395.0,425.0,3.0
CHUNRI,000066,S,525.0,450.0,350.0,393.75,0.0
Classic,000067,S,570.0,500.0,380.0,427.5,0.0
CM palazzo MT,000068,S,820.0,750.0,546.66666669999995,615.0,0.0
Coconut,000069,S,570.0,500.0,380.0,427.5,0.0
Cotton 150 Wala,001976,S,200.0,150.0,133.33000000000001,150.0,-34.0
Cotton 2.25 Dupatta,002158,Dupatta,136.08000000000001,120.0,90.0,120.0,10.0
Cotton 2.25 Dupatta BLACK,002273,Dupatta,127.0,120.0,90.0,110.0,25.0
Cotton 2.25 Dupatta WHITE,002274,Dupatta,127.0,120.0,90.0,110.0,13.0
Cotton Dupatta Pure Printed,000070,General,60.0,50.0,40.0,45.0,0.0
COTTON SUITE,000071,S,0.0,0.0,0.0,0.0,0.0
Crazy Bite,001577,T,1425.0,1300.0,950.0,1068.75,1.0
CRAZY COLOURS,0003149,S,660.0,530.0,440.0,470.0,15.0
Cross Pattern Plazo,001909,P,2650.0,2350.0,1766.666667,1987.5,0.0
Crunchy,000072,S,0.0,0.0,0.0,0.0,0.0
Crunchy 0001,001964,S,1725.0,1550.0,1150.0,1293.75,0.0
CRUNCHY BITS,0002680,OS,877.5,750.0,585.0,605.0,0.0
Cruncy 0002,001965,S,1927.5,1700.0,1285.0,1445.625,0.0
CRZY RASHMIKA,0003099,T,855.0,570.0,475.0,515.0,5.0
CTN CLOTH,000073,S,0.0,40.0,0.0,0.0,0.0
Ctn Meter Cloth,001881,General,80.0,40.0,53.333333330000002,60.0,-2.0
Darjiling GK,000075,S,880.0,750.0,586.66666669999995,660.0,0.0
Dastar,000076,General,0.0,100.0,0.0,0.0,0.0
Deepak Sona Chandi,002248,S,487.5,450.0,325.0,355.0,-7.0
DEEPIKA RIM JHIM,0002995,S,570.0,500.0,380.0,430.0,7.0
DEEPIKA RIMZIM,0002988,S,570.0,500.0,380.0,405.0,-1.0
Deposit,000077,General,0.0,0.0,0.0,0.0,0.0
Desai Angel,000078,S,318.0,260.0,212.0,238.5,0.0
Desai Charmi,000079,S,308.0,250.0,205.33333329999999,231.0,0.0
Desai Mehbuba,000080,S,323.0,260.0,215.33000000000001,242.25,1.0
Desai Rasgulla,000081,S,330.0,250.0,220.0,247.5,0.0
Desai Shamita,000082,S,323.0,260.0,215.33333329999999,242.25,0.0
Desai Surbhi,000083,S,318.0,260.0,212.0,238.5,0.0
Desai Varsha,000084,S,318.0,260.0,212.0,238.5,0.0
Desai Yogita,000085,S,313.0,250.0,208.66666670000001,234.75,0.0
Desai Zoya,000086,S,308.0,350.0,205.33333329999999,231.0,0.0
Devika,000087,S,780.0,650.0,520.0,585.0,0.0
DF MAGIC,000088,S,555.0,500.0,370.0,416.25,0.0
DF SAKHI SAHELI,000089,S,555.0,500.0,370.0,416.25,0.0
Dipka Magic,000091,S,0.0,0.0,0.0,0.0,0.0
DIPKA SAKHI SAHELI,000092,S,0.0,0.0,0.0,0.0,0.0
Disha IPL,000093,S,640.0,550.0,426.66666670000001,480.0,0.0
DIVYA KARISHMA,0002891,CD,660.0,600.0,440.0,480.0,8.0
DIVYA SNAPCHAT,000094,S,0.0,250.0,0.0,0.0,0.0
Dorinier,002241,Gents,170.0,150.0,70.0,100.0,17.0
DTS AIZAL,001521,S,615.0,550.0,410.0,461.25,0.0
DTS ASIFFA,000095,S,637.0,550.0,424.66666670000001,477.75,0.0
DTS RUKSHAR,000096,S,622.0,550.0,414.66666670000001,466.5,0.0
DUA YASHIKA,0002841,CC,630.0,500.0,420.0,440.0,1.0
Dubai Special,000097,S,900.0,750.0,600.0,675.0,0.0
DUPATTA,000098,General,70.0,60.0,46.670000000000002,52.5,-106.0
Durga,000099,S,150.0,150.0,100.0,112.5,0.0
Eena,000100,S,1330.0,1100.0,886.66666669999995,997.5,0.0
EID SPECIAL,0003240,P,2145.0,1700.0,1430.0,1520.0,3.0
Elios,001700,S,2085.0,1850.0,1390.0,1563.75,0.0
Ena,000101,S,1330.0,1100.0,886.66666669999995,997.5,0.0
Eva Simon,002102,S,795.0,700.0,530.0,596.25,1.0
Eva Vanrtara,002103,S,795.0,700.0,530.0,596.25,2.0
Fifa GF,000102,S,780.0,700.0,520.0,585.0,0.0
FIRDOS METER,002249,S,57.0,50.0,38.0,45.0,72.0
Firdous To Firdous,000103,S,960.0,800.0,640.0,720.0,0.0
Fire SNT,000104,S,615.0,550.0,410.0,461.25,0.0
Firebolt,000105,S,0.0,0.0,0.0,0.0,0.0
FISH,000106,S,1250.0,1050.0,833.33333330000005,937.5,0.0
Five Star Sweet Choice Pakistani Suit,000107,S,938.0,850.0,625.33333330000005,703.5,0.0
Frock,000108,General,0.0,0.0,0.0,0.0,-1.0
G 35,000109,S,0.0,350.0,0.0,0.0,0.0
G30,000110,S,0.0,300.0,0.0,0.0,0.0
G35,000111,S,0.0,350.0,0.0,0.0,0.0
G50,000112,S,0.0,500.0,0.0,0.0,1.0
G55,000113,S,650.0,550.0,433.33333329999999,487.5,0.0
GAA Jaam,000114,S,735.0,650.0,490.0,551.25,0.0
Gadar,000115,T,1275.0,1150.0,850.0,956.25,-2.0
Gadar pant trouser,000116,T,1345.0,999.0,896.66666669999995,1008.75,0.0
Gadar Pent,001701,T,1245.0,1100.0,830.0,933.75,0.0
Gadar-2,000117,S,1350.0,1200.0,900.0,1012.5,0.0
Galaxy Fashion GF Dupatta,002242,Dupatta,153.0,140.0,102.5,115.0,225.0
GANESHJI FATEMA',0003226,CC,382.5,330.0,255.0,300.0,8.0
GANESHJI GUZAARISH,0003225,CC,382.5,330.0,255.0,300.0,8.0
GARARA,000118,G,0.0,0.0,0.0,0.0,-2.0
GARIMA AASMA,0003162,CS,337.5,300.0,225.0,250.0,20.0
GARIMA devi,002290,CS,600.0,550.0,400.0,425.0,14.0
GARIMA HEENA,0003136,CS,697.5,550.0,465.0,515.0,0.0
GARIMA HIRA,002206,CS,510.0,450.0,340.0,365.0,-1.0
GARIMA JHIL MIL,002197,CS,375.0,350.0,250.0,285.0,19.0
GARIMA KISS MISS,0003148,CS,697.5,560.0,465.0,500.0,33.0
GARIMA LAL PARI,002207,CS,510.0,450.0,340.0,365.0,0.0
GARIMA QUEEN,002208,CS,510.0,450.0,340.0,365.0,1.0
Garima Rani,002198,CS,540.0,500.0,360.0,400.0,1.0
Garima Rashmalai,000119,S,405.0,370.0,270.0,303.75,0.0
GARIMA SHEHNAZ,000120,S,0.0,0.0,0.0,0.0,0.0
GARIMA SWISS,0003133,CS,697.5,560.0,465.0,500.0,3.0
GARIMA VELVET,0002670,VELVET SUIT,615.0,550.0,410.0,440.0,11.0
GARIMA VELVET ZARKAN,0002671,VELVET SUIT,690.0,600.0,465.0,490.0,2.0
GARIMA ZUBEIDA,002233,CS,375.0,350.0,250.0,285.0,-7.0
GARMIA GULZAR 6886,000121,S,540.0,500.0,360.0,405.0,0.0
GARMIA GULZAR 8313,000122,S,540.0,500.0,360.0,405.0,0.0
GARMIA GULZAR 8325,000123,S,540.0,500.0,360.0,405.0,0.0
GARMIA GULZAR 8338,000124,S,540.0,500.0,360.0,405.0,0.0
GARMIA GULZAR 8381,000125,S,540.0,500.0,360.0,405.0,0.0
GARMIA GULZAR 8443,000126,S,540.0,500.0,360.0,405.0,0.0
GC Bisleri,000127,S,637.0,550.0,424.66666670000001,477.75,0.0
GC Freedom Farshi Sharara,000128,G,3000.0,2550.0,2000.0,2250.0,0.0
GC Haier,000129,General,3150.0,2650.0,2100.0,2362.5,0.0
GC Kamna,000130,S,637.0,550.0,424.66666670000001,477.75,0.0
GC Lemon,000131,S,3075.0,2550.0,2050.0,2306.25,0.0
GC Priyagold,000132,S,637.0,550.0,424.66666670000001,477.75,0.0
GENTS SUITE,000133,S,0.0,0.0,0.0,0.0,0.0
GEROJET CLOTH,000134,S,0.0,30.0,0.0,0.0,0.0
GF aafreen,000135,S,900.0,800.0,600.0,675.0,-1.0
GF AARDHYA,000136,S,895.0,800.0,596.66999999999996,671.25,1.0
GF Ahuja,000137,S,999.0,900.0,666.0,749.25,0.0
GF All in One,000138,S,953.0,850.0,635.33333330000005,714.75,0.0
GF ALL IS WELL,000139,S,0.0,750.0,0.0,0.0,0.0
GF amber,000140,S,810.0,730.0,540.0,607.5,0.0
GF Angoori,000141,S,1005.0,850.0,670.0,753.75,0.0
GF Anju,000142,S,878.0,780.0,585.33333330000005,658.5,0.0
GF Anokhi,000143,S,817.0,600.0,544.66999999999996,612.75,0.0
GF Apney,001578,S,997.0,900.0,664.66666669999995,747.75,0.0
GF Army Braso,000144,S,975.0,850.0,650.0,731.25,0.0
GF AUDI,0002975,S,1027.5,800.0,685.0,765.0,2.0
Gf Babli,000145,S,595.0,500.0,396.66666670000001,446.25,0.0
GF Badam Shek,000146,S,1100.0,900.0,733.33333330000005,825.0,0.0
GF Bagban,000147,S,1028.0,850.0,685.33333330000005,771.0,0.0
Gf Bale Bale,000148,S,775.0,700.0,516.66666669999995,581.25,0.0
GF Bawaal,000149,S,1050.0,900.0,700.0,745.0,0.0
GF Betab,000150,S,1065.0,950.0,710.0,798.75,0.0
GF BHAI JAAN,000151,S,900.0,700.0,600.0,675.0,0.0
GF Boat,000152,S,700.0,630.0,466.66666670000001,525.0,0.0
GF Caliber,001579,S,1050.0,950.0,700.0,787.5,-1.0
GF Center Fresh,000153,S,862.0,780.0,574.66666669999995,646.5,0.0
GF CHINGARI,000154,S,900.0,650.0,600.0,675.0,1.0
GF CINEMEX,000155,S,1050.0,750.0,700.0,787.5,0.0
GF City Plus,000156,S,878.0,650.0,585.33000000000004,658.5,1.0
GF Cobra,000157,S,690.0,620.0,460.0,517.5,0.0
GF COTTON CHICKEN,002250,CS,420.0,400.0,280.0,310.0,48.0
GF DANCER,0003331,S,1050.0,850.0,700.0,750.0,4.0
GF Darshana,000158,S,1020.0,920.0,680.0,765.0,0.0
GF DHARA,000159,S,1065.0,850.0,710.0,798.75,0.0
GF Dhun,001580,S,1027.0,900.0,684.66666669999995,770.25,0.0
GF Dream,000160,S,750.0,680.0,500.0,562.5,0.0
GF DREAM 11,000161,S,750.0,680.0,500.0,562.5,0.0
GF Dyana,000162,S,990.0,890.0,660.0,742.5,0.0
GF Faridha,000163,S,832.0,750.0,554.66666669999995,624.0,0.0
GF Forever,000164,S,840.0,750.0,560.0,630.0,0.0
GF Fuljhadi,000165,S,750.0,680.0,500.0,562.5,0.0
GF GAYTRI,0002652,CS,675.0,600.0,450.0,490.0,2.0
GF Genius,000166,S,735.0,600.0,490.0,551.25,0.0
GF Glamour,000167,S,1090.0,750.0,726.66999999999996,817.5,1.0
Gf Glorious,000168,S,975.0,900.0,650.0,731.25,0.0
GF GOWN SHADED,0002921,Gown,2685.0,2400.0,1790.0,2000.0,4.0
GF Green city,000169,S,960.0,870.0,640.0,720.0,0.0
GF Gun Gun,000170,CS,682.5,550.0,455.0,490.0,6.0
GF Gungun,000171,S,990.0,850.0,660.0,742.5,0.0
GF Hanspriya,000172,S,1120.0,1010.0,746.66666669999995,840.0,0.0
GF Hatim,000173,S,820.0,600.0,546.66999999999996,615.0,1.0
GF Hayat,000174,S,955.0,850.0,636.66666669999995,716.25,0.0
GF Heer Ranjha,000175,S,878.0,780.0,585.33333330000005,658.5,0.0
GF Hemani,000176,S,855.0,760.0,570.0,641.25,0.0
GF Hetal,000177,S,870.0,750.0,580.0,652.5,0.0
GF Hunger,000178,S,1015.0,850.0,676.66666669999995,761.25,0.0
GF Ishq,000179,S,1028.0,850.0,685.33333330000005,771.0,0.0
GF Jalebi,000180,S,953.0,850.0,635.33333330000005,714.75,0.0
GF Janam,000181,S,953.0,850.0,635.33333330000005,714.75,0.0
GF Jannat,000182,S,1043.0,940.0,695.33333330000005,782.25,0.0
GF JASSI,000183,S,1065.0,850.0,710.0,798.75,0.0
GF JHALAK,000184,S,0.0,0.0,0.0,0.0,0.0
GF JHUMAR,0003195,S,1192.5,950.0,795.0,830.0,4.0
GF JILANI,0002976,S,1027.5,900.0,685.0,765.0,4.0
GF Joker,000185,S,1028.0,850.0,685.33333330000005,771.0,0.0
Gf Jungal Book Rogi,0003330,S,1050.0,850.0,700.0,750.0,4.0
GF kaju,000186,S,780.0,700.0,520.0,585.0,0.0
GF Kalyan,000187,S,1005.0,900.0,670.0,753.75,0.0
